	average
Mcts2	0.9752309399777354
Nckap1l	0.9752309399777354
Slc24a3	0.9752309399777354
Snx27	0.9752309399777354
Trrap	0.9752309399777354
Med15	0.9752309399777354
Pum2	0.9752309399777354
Rapgef2	0.9752309399777354
Etf1	0.9752309399777354
1110008J03Rik	0.9752309399777354
Tmem68	0.9752309399777354
Atp11b	0.9752309399777354
Tjp2	0.9752309399777354
Ttl	0.9752309399777354
Alg14	0.9752309399777354
Slc25a31	0.9752309399777354
Rap1b	0.9752309399777354
Egln1	0.9752309399777354
Ip6k1	0.9752309399777354
Arl5a	0.9752309399777354
Dixdc1	0.9752309399777354
Nucb1	0.9752309399777354
Hp1bp3	0.9752309399777354
Papss1	0.9752309399777354
Nova1	0.9752309399777354
Rbm12	0.9752309399777354
Map3k1	0.9752309399777354
Trappc10	0.9752309399777354
Cltb	0.9752309399777354
Rprd1a	0.9752309399777354
Dgcr2	0.9752309399777354
Rad54l2	0.9752309399777354
Rangrf	0.9752309399777354
Ddx3x	0.9752309399777354
Dtd1	0.9752309399777354
Tmcc2	0.9752309399777354
Cd3eap	0.9752309399777354
Sms	0.9752309399777354
Zfp692	0.9752309399777354
Trappc11	0.9752309399777354
Ahcyl1	0.9752309399777354
Fam57b	0.9752309399777354
Slc35d3	0.9752309399777354
Ncoa6	0.9752309399777354
Wtap	0.9752309399777354
Ppp2r2d	0.9752309399777354
C030034I22Rik	0.9752309399777354
Ccdc124	0.9752309399777354
Heph	0.9752309399777354
Mtmr14	0.9752309399777354
Zfp523	0.9752309399777354
Pfdn1	0.9752309399777354
Rdh10	0.9752309399777354
Usp47	0.9752309399777354
Ube2d2a	0.9752309399777354
Rexo1	0.9752309399777354
Tom1l2	0.9752309399777354
Spcs2	0.9752309399777354
Reps2	0.9752309399777354
Rab12	0.9752309399777354
Nanos3	0.9752309399777354
Phf12	0.9752309399777354
Adora2b	0.9752309399777354
Pik3c2b	0.9752309399777354
Glrx	0.9752309399777354
Degs1	0.9752309399777354
Skil	0.9752309399777354
Pld3	0.9752309399777354
Spin1	0.9752309399777354
Slc36a1	0.9752309399777354
Soga2	0.9752309399777354
Wsb2	0.9752309399777354
Snd1	0.9752309399777354
Sun1	0.9752309399777354
Mgll	0.9752309399777354
Trmt1	0.9752309399777354
Sdhb	0.9752309399777354
Azi2	0.9752309399777354
E430025E21Rik	0.9752309399777354
Dos	0.9752309399777354
Spred1	0.9752309399777354
Mdga1	0.9752309399777354
